"","Activity.Name","SubjectID","Measurement.Name","Average.Value"
"366","Laying",24,"Time.BodyAccJerkMag.Stdev",-0.689391189346457
"367","Laying",24,"Time.BodyGyroMag.Mean",-0.682447212750656
"368","Laying",24,"Time.BodyGyroMag.Stdev",-0.742983126606299
"369","Laying",24,"Time.BodyGyroJerkMag.Mean",-0.791646550787402
"370","Laying",24,"Time.BodyGyroJerkMag.Stdev",-0.788997850813648
"371","Laying",24,"FreqDS.BodyAcc.Mean.X",-0.707613779580052
"372","Laying",24,"FreqDS.BodyAcc.Mean.Y",-0.611509042586877
"373","Laying",24,"FreqDS.BodyAcc.Mean.Z",-0.65585899482231
"374","Laying",24,"FreqDS.BodyAcc.Stdev.X",-0.664356691751496
"375","Laying",24,"FreqDS.BodyAcc.Stdev.Y",-0.594676790059055
"376","Laying",24,"FreqDS.BodyAcc.Stdev.Z",-0.655360521446194
"377","Laying",24,"FreqDS.BodyAccJerk.Mean.X",-0.752245372493438
"378","Laying",24,"FreqDS.BodyAccJerk.Mean.Y",-0.703641614506562
"379","Laying",24,"FreqDS.BodyAccJerk.Mean.Z",-0.719655747391076
"380","Laying",24,"FreqDS.BodyAccJerk.Stdev.X",-0.751378154304462
"381","Laying",24,"FreqDS.BodyAccJerk.Stdev.Y",-0.688280461860892
"382","Laying",24,"FreqDS.BodyAccJerk.Stdev.Z",-0.751628687821522
"383","Laying",24,"FreqDS.BodyGyro.Mean.X",-0.722607377748032
"384","Laying",24,"FreqDS.BodyGyro.Mean.Y",-0.753710479580053
"385","Laying",24,"FreqDS.BodyGyro.Mean.Z",-0.70948857687664
"386","Laying",24,"FreqDS.BodyGyro.Stdev.X",-0.794063529133858
"387","Laying",24,"FreqDS.BodyGyro.Stdev.Y",-0.771969808976378
"388","Laying",24,"FreqDS.BodyGyro.Stdev.Z",-0.735749934304462
"389","Laying",24,"FreqDS.BodyAccMag.Mean",-0.650121872273806
"390","Laying",24,"FreqDS.BodyAccMag.Stdev",-0.705928425819685
"391","Laying",24,"FreqDS.BodyBodyAccJerkMag.Mean",-0.696845583388451
"392","Laying",24,"FreqDS.BodyBodyAccJerkMag.Stdev",-0.682447145993307
"393","Laying",24,"FreqDS.BodyBodyGyroMag.Mean",-0.754131617480315
"394","Laying",24,"FreqDS.BodyBodyGyroMag.Stdev",-0.782076276167979
"395","Laying",24,"FreqDS.BodyBodyGyroJerkMag.Mean",-0.795019165380577
"396","Laying",24,"FreqDS.BodyBodyGyroJerkMag.Stdev",-0.796157264514436
"397","Sitting",22,"Time.BodyAcc.Mean.X",0.242298449272727
"398","Sitting",22,"Time.BodyAcc.Mean.Y",-0.0316561370181818
"399","Sitting",22,"Time.BodyAcc.Mean.Z",-0.105664296590909
"400","Sitting",22,"Time.BodyAcc.Stdev.X",0.0764832471304546
"401","Sitting",22,"Time.BodyAcc.Stdev.Y",0.219952845181818
"402","Sitting",22,"Time.BodyAcc.Stdev.Z",-0.0935184360181818
"403","Sitting",22,"Time.GravityAcc.Mean.X",0.870172199545455
"404","Sitting",22,"Time.GravityAcc.Mean.Y",-0.350769156818182
"405","Sitting",22,"Time.GravityAcc.Mean.Z",-0.1765357405
"406","Sitting",22,"Time.GravityAcc.Stdev.X",-0.939673766818182
"407","Sitting",22,"Time.GravityAcc.Stdev.Y",-0.944104886363636
"408","Sitting",22,"Time.GravityAcc.Stdev.Z",-0.92719241
"409","Sitting",22,"Time.BodyAccJerk.Mean.X",0.105897183954545
"410","Sitting",22,"Time.BodyAccJerk.Mean.Y",0.0320774996545455
"411","Sitting",22,"Time.BodyAccJerk.Mean.Z",-0.0326983629140909
"412","Sitting",22,"Time.BodyAccJerk.Stdev.X",0.0296014137090909
"413","Sitting",22,"Time.BodyAccJerk.Stdev.Y",-0.0270976569090909
"414","Sitting",22,"Time.BodyAccJerk.Stdev.Z",-0.444640860909091
"415","Sitting",22,"Time.BodyGyro.Mean.X",0.119614300727273
"416","Sitting",22,"Time.BodyGyro.Mean.Y",-0.172162155445455
"417","Sitting",22,"Time.BodyGyro.Mean.Z",-0.0046475084
"418","Sitting",22,"Time.BodyGyro.Stdev.X",-0.377598602272727
"419","Sitting",22,"Time.BodyGyro.Stdev.Y",-0.451114613181818
"420","Sitting",22,"Time.BodyGyro.Stdev.Z",-0.1330599105
"421","Sitting",22,"Time.BodyGyroJerk.Mean.X",-0.119050870677727
"422","Sitting",22,"Time.BodyGyroJerk.Mean.Y",-0.0593756069681818
"423","Sitting",22,"Time.BodyGyroJerk.Mean.Z",-0.0743422650272727
"424","Sitting",22,"Time.BodyGyroJerk.Stdev.X",-0.388955637727273
"425","Sitting",22,"Time.BodyGyroJerk.Stdev.Y",-0.665547723636364
"426","Sitting",22,"Time.BodyGyroJerk.Stdev.Z",-0.482172029090909
"427","Sitting",22,"Time.BodyAccMag.Mean",0.194598717272727
"428","Sitting",22,"Time.BodyAccMag.Stdev",-0.126888896863636
"429","Sitting",22,"Time.GravityAccMag.Mean",0.194598717272727
"430","Sitting",22,"Time.GravityAccMag.Stdev",-0.126888896863636
"431","Sitting",22,"Time.BodyAccJerkMag.Mean",-0.0662072290227273
"432","Sitting",22,"Time.BodyAccJerkMag.Stdev",-0.0363532663636364
"433","Sitting",22,"Time.BodyGyroMag.Mean",-0.137333612554545
"434","Sitting",22,"Time.BodyGyroMag.Stdev",-0.223751816518182
"435","Sitting",22,"Time.BodyGyroJerkMag.Mean",-0.543885972272727
"436","Sitting",22,"Time.BodyGyroJerkMag.Stdev",-0.644416388636364
"437","Sitting",22,"FreqDS.BodyAcc.Mean.X",-0.0414589456
"438","Sitting",22,"FreqDS.BodyAcc.Mean.Y",0.1231057773
"439","Sitting",22,"FreqDS.BodyAcc.Mean.Z",-0.198565773954545
"440","Sitting",22,"FreqDS.BodyAcc.Stdev.X",0.118339545340909
"441","Sitting",22,"FreqDS.BodyAcc.Stdev.Y",0.190673821868182
"442","Sitting",22,"FreqDS.BodyAcc.Stdev.Z",-0.1092913705
"443","Sitting",22,"FreqDS.BodyAccJerk.Mean.X",0.00774466264545455
"444","Sitting",22,"FreqDS.BodyAccJerk.Mean.Y",-0.042898966
"445","Sitting",22,"FreqDS.BodyAccJerk.Mean.Z",-0.38815349
"446","Sitting",22,"FreqDS.BodyAccJerk.Stdev.X",-0.0416593402068182
"447","Sitting",22,"FreqDS.BodyAccJerk.Stdev.Y",-0.0801154312545455
"448","Sitting",22,"FreqDS.BodyAccJerk.Stdev.Z",-0.500476129545455
"449","Sitting",22,"FreqDS.BodyGyro.Mean.X",-0.237124032272727
"450","Sitting",22,"FreqDS.BodyGyro.Mean.Y",-0.483080167727273
"451","Sitting",22,"FreqDS.BodyGyro.Mean.Z",-0.158548504727273
"452","Sitting",22,"FreqDS.BodyGyro.Stdev.X",-0.423153909545455
"453","Sitting",22,"FreqDS.BodyGyro.Stdev.Y",-0.437456513181818
"454","Sitting",22,"FreqDS.BodyGyro.Stdev.Z",-0.205526546681818
"455","Sitting",22,"FreqDS.BodyAccMag.Mean",-0.0295832732681818
"456","Sitting",22,"FreqDS.BodyAccMag.Stdev",-0.323464307272727
"457","Sitting",22,"FreqDS.BodyBodyAccJerkMag.Mean",0.00382710664090909
"458","Sitting",22,"FreqDS.BodyBodyAccJerkMag.Stdev",-0.0977799986818182
"459","Sitting",22,"FreqDS.BodyBodyGyroMag.Mean",-0.354449740454545
"460","Sitting",22,"FreqDS.BodyBodyGyroMag.Stdev",-0.2723853645
"461","Sitting",22,"FreqDS.BodyBodyGyroJerkMag.Mean",-0.642050515
"462","Sitting",22,"FreqDS.BodyBodyGyroJerkMag.Stdev",-0.673087576363636
"463","Sitting",23,"Time.BodyAcc.Mean.X",0.273493254730108
"464","Sitting",23,"Time.BodyAcc.Mean.Y",-0.019589258786828
"465","Sitting",23,"Time.BodyAcc.Mean.Z",-0.109093982385242
"466","Sitting",23,"Time.BodyAcc.Stdev.X",-0.622594039757258
"467","Sitting",23,"Time.BodyAcc.Stdev.Y",-0.532078546615699
"468","Sitting",23,"Time.BodyAcc.Stdev.Z",-0.450557203409946
"469","Sitting",23,"Time.GravityAcc.Mean.X",0.662324737580645
"470","Sitting",23,"Time.GravityAcc.Mean.Y",0.0146209197354839
"471","Sitting",23,"Time.GravityAcc.Mean.Z",0.0518662466372043
"472","Sitting",23,"Time.GravityAcc.Stdev.X",-0.964393040295699
"473","Sitting",23,"Time.GravityAcc.Stdev.Y",-0.960318907096774
"474","Sitting",23,"Time.GravityAcc.Stdev.Z",-0.934236146612903
"475","Sitting",23,"Time.BodyAccJerk.Mean.X",0.0778588215843817
"476","Sitting",23,"Time.BodyAccJerk.Mean.Y",0.0200470964972984
"477","Sitting",23,"Time.BodyAccJerk.Mean.Z",-0.000717680881887096
"478","Sitting",23,"Time.BodyAccJerk.Stdev.X",-0.608183751830914
"479","Sitting",23,"Time.BodyAccJerk.Stdev.Y",-0.61898123051828
"480","Sitting",23,"Time.BodyAccJerk.Stdev.Z",-0.603048769571532
"481","Sitting",23,"Time.BodyGyro.Mean.X",-0.0220890418013172
"482","Sitting",23,"Time.BodyGyro.Mean.Y",-0.0825972963754032
"483","Sitting",23,"Time.BodyGyro.Mean.Z",0.074694942324328
"484","Sitting",23,"Time.BodyGyro.Stdev.X",-0.755738625241935
"485","Sitting",23,"Time.BodyGyro.Stdev.Y",-0.500338191139785
"486","Sitting",23,"Time.BodyGyro.Stdev.Z",-0.609683451821774
"487","Sitting",23,"Time.BodyGyroJerk.Mean.X",-0.0966990737225806
"488","Sitting",23,"Time.BodyGyroJerk.Mean.Y",-0.0432722741798387
"489","Sitting",23,"Time.BodyGyroJerk.Mean.Z",-0.0621959093526344
"490","Sitting",23,"Time.BodyGyroJerk.Stdev.X",-0.728692138333333
"491","Sitting",23,"Time.BodyGyroJerk.Stdev.Y",-0.546043593651882
"492","Sitting",23,"Time.BodyGyroJerk.Stdev.Z",-0.740518145887097
"493","Sitting",23,"Time.BodyAccMag.Mean",-0.532754757205108
"494","Sitting",23,"Time.BodyAccMag.Stdev",-0.56557562579215
"495","Sitting",23,"Time.GravityAccMag.Mean",-0.532754757205108
"496","Sitting",23,"Time.GravityAccMag.Stdev",-0.56557562579215
"497","Sitting",23,"Time.BodyAccJerkMag.Mean",-0.58640067170914
"498","Sitting",23,"Time.BodyAccJerkMag.Stdev",-0.55872531418629
"499","Sitting",23,"Time.BodyGyroMag.Mean",-0.544207964433387
"500","Sitting",23,"Time.BodyGyroMag.Stdev",-0.541949073660753
"501","Sitting",23,"Time.BodyGyroJerkMag.Mean",-0.623412641977151
"502","Sitting",23,"Time.BodyGyroJerkMag.Stdev",-0.573942888021613
"503","Sitting",23,"FreqDS.BodyAcc.Mean.X",-0.599080886430645
"504","Sitting",23,"FreqDS.BodyAcc.Mean.Y",-0.548483208943548
"505","Sitting",23,"FreqDS.BodyAcc.Mean.Z",-0.49021281618414
"506","Sitting",23,"FreqDS.BodyAcc.Stdev.X",-0.633839114436559
"507","Sitting",23,"FreqDS.BodyAcc.Stdev.Y",-0.554471679592177
"508","Sitting",23,"FreqDS.BodyAcc.Stdev.Z",-0.474767543716048
"509","Sitting",23,"FreqDS.BodyAccJerk.Mean.X",-0.617521836605645
"510","Sitting",23,"FreqDS.BodyAccJerk.Mean.Y",-0.628231338392742
"511","Sitting",23,"FreqDS.BodyAccJerk.Mean.Z",-0.578870810235484
"512","Sitting",23,"FreqDS.BodyAccJerk.Stdev.X",-0.635054351475538
"513","Sitting",23,"FreqDS.BodyAccJerk.Stdev.Y",-0.636977610060753
"514","Sitting",23,"FreqDS.BodyAccJerk.Stdev.Z",-0.627540367652688
"515","Sitting",23,"FreqDS.BodyGyro.Mean.X",-0.685136501518817
"516","Sitting",23,"FreqDS.BodyGyro.Mean.Y",-0.497783811010484
"517","Sitting",23,"FreqDS.BodyGyro.Mean.Z",-0.617685416736559
"518","Sitting",23,"FreqDS.BodyGyro.Stdev.X",-0.779197054064516
"519","Sitting",23,"FreqDS.BodyGyro.Stdev.Y",-0.50785054741371
"520","Sitting",23,"FreqDS.BodyGyro.Stdev.Z",-0.644131036807258
"521","Sitting",23,"FreqDS.BodyAccMag.Mean",-0.529029284118011
"522","Sitting",23,"FreqDS.BodyAccMag.Stdev",-0.657048917971505
"523","Sitting",23,"FreqDS.BodyBodyAccJerkMag.Mean",-0.542663319457527
"524","Sitting",23,"FreqDS.BodyBodyAccJerkMag.Stdev",-0.583832309145968
"525","Sitting",23,"FreqDS.BodyBodyGyroMag.Mean",-0.534657191683602
"526","Sitting",23,"FreqDS.BodyBodyGyroMag.Stdev",-0.632288527203763
"527","Sitting",23,"FreqDS.BodyBodyGyroJerkMag.Mean",-0.584111049810215
"528","Sitting",23,"FreqDS.BodyBodyGyroJerkMag.Stdev",-0.593735302105376
"529","Sitting",25,"Time.BodyAcc.Mean.X",0.275301467772127
"530","Sitting",25,"Time.BodyAcc.Mean.Y",-0.0193221769314914
"531","Sitting",25,"Time.BodyAcc.Mean.Z",-0.10962903098044
"532","Sitting",25,"Time.BodyAcc.Stdev.X",-0.716264537547677
"533","Sitting",25,"Time.BodyAcc.Stdev.Y",-0.531421035602689
"534","Sitting",25,"Time.BodyAcc.Stdev.Z",-0.64709556105868
"535","Sitting",25,"Time.GravityAcc.Mean.X",0.672386622127139
"536","Sitting",25,"Time.GravityAcc.Mean.Y",0.0471601427530562
"537","Sitting",25,"Time.GravityAcc.Mean.Z",0.239226040930391
"538","Sitting",25,"Time.GravityAcc.Stdev.X",-0.950017091344743
"539","Sitting",25,"Time.GravityAcc.Stdev.Y",-0.901088770963325
"540","Sitting",25,"Time.GravityAcc.Stdev.Z",-0.880682330706602
"541","Sitting",25,"Time.BodyAccJerk.Mean.X",0.0817657442063814
"542","Sitting",25,"Time.BodyAccJerk.Mean.Y",0.00638633884442543
"543","Sitting",25,"Time.BodyAccJerk.Mean.Z",-0.010346171499489
"544","Sitting",25,"Time.BodyAccJerk.Stdev.X",-0.79682335007335
"545","Sitting",25,"Time.BodyAccJerk.Stdev.Y",-0.722502919364303
"546","Sitting",25,"Time.BodyAccJerk.Stdev.Z",-0.860669382640587
"547","Sitting",25,"Time.BodyGyro.Mean.X",-0.00298151164792176
"548","Sitting",25,"Time.BodyGyro.Mean.Y",-0.083900354157824
"549","Sitting",25,"Time.BodyGyro.Mean.Z",0.0993606079900489
"550","Sitting",25,"Time.BodyGyro.Stdev.X",-0.683131970775061
"551","Sitting",25,"Time.BodyGyro.Stdev.Y",-0.752261013276284
"552","Sitting",25,"Time.BodyGyro.Stdev.Z",-0.74741022
"553","Sitting",25,"Time.BodyGyroJerk.Mean.X",-0.108263884562298
"554","Sitting",25,"Time.BodyGyroJerk.Mean.Y",-0.0389884753435208
"555","Sitting",25,"Time.BodyGyroJerk.Mean.Z",-0.0555782223647433
"556","Sitting",25,"Time.BodyGyroJerk.Stdev.X",-0.768682473178484
"557","Sitting",25,"Time.BodyGyroJerk.Stdev.Y",-0.902628080757946
"558","Sitting",25,"Time.BodyGyroJerk.Stdev.Z",-0.831848667286064
"559","Sitting",25,"Time.BodyAccMag.Mean",-0.583377749713936
"560","Sitting",25,"Time.BodyAccMag.Stdev",-0.659015505611247
"561","Sitting",25,"Time.GravityAccMag.Mean",-0.583377749713936
"562","Sitting",25,"Time.GravityAccMag.Stdev",-0.659015505611247
"563","Sitting",25,"Time.BodyAccJerkMag.Mean",-0.783445354474328
"564","Sitting",25,"Time.BodyAccJerkMag.Stdev",-0.780451867848411
"565","Sitting",25,"Time.BodyGyroMag.Mean",-0.625733064258924
"566","Sitting",25,"Time.BodyGyroMag.Stdev",-0.68515279467066
"567","Sitting",25,"Time.BodyGyroJerkMag.Mean",-0.849630706259169
"568","Sitting",25,"Time.BodyGyroJerkMag.Stdev",-0.872776184449878
"569","Sitting",25,"FreqDS.BodyAcc.Mean.X",-0.748416509682152
"570","Sitting",25,"FreqDS.BodyAcc.Mean.Y",-0.600027697242054
"571","Sitting",25,"FreqDS.BodyAcc.Mean.Z",-0.738509947579462
"572","Sitting",25,"FreqDS.BodyAcc.Stdev.X",-0.705223686579951
"573","Sitting",25,"FreqDS.BodyAcc.Stdev.Y",-0.529064652290954
"574","Sitting",25,"FreqDS.BodyAcc.Stdev.Z",-0.630224637674572
"575","Sitting",25,"FreqDS.BodyAccJerk.Mean.X",-0.804144642836186
"576","Sitting",25,"FreqDS.BodyAccJerk.Mean.Y",-0.740570312249389
"577","Sitting",25,"FreqDS.BodyAccJerk.Mean.Z",-0.849504849486553
"578","Sitting",25,"FreqDS.BodyAccJerk.Stdev.X",-0.807712525721271
"579","Sitting",25,"FreqDS.BodyAccJerk.Stdev.Y",-0.721707668572127
"580","Sitting",25,"FreqDS.BodyAccJerk.Stdev.Z",-0.870541516210269
"581","Sitting",25,"FreqDS.BodyGyro.Mean.X",-0.672197763601467
"582","Sitting",25,"FreqDS.BodyGyro.Mean.Y",-0.81313379207824
"583","Sitting",25,"FreqDS.BodyGyro.Mean.Z",-0.746832213594132
"584","Sitting",25,"FreqDS.BodyGyro.Stdev.X",-0.690398481943765
"585","Sitting",25,"FreqDS.BodyGyro.Stdev.Y",-0.723584437530562
"586","Sitting",25,"FreqDS.BodyGyro.Stdev.Z",-0.771208929095355
"587","Sitting",25,"FreqDS.BodyAccMag.Mean",-0.69501971
"588","Sitting",25,"FreqDS.BodyAccMag.Stdev",-0.695367928718826
"589","Sitting",25,"FreqDS.BodyBodyAccJerkMag.Mean",-0.779190075892421
"590","Sitting",25,"FreqDS.BodyBodyAccJerkMag.Stdev",-0.783547229755501
"591","Sitting",25,"FreqDS.BodyBodyGyroMag.Mean",-0.754236109755501
"592","Sitting",25,"FreqDS.BodyBodyGyroMag.Stdev",-0.697213120366748
"593","Sitting",25,"FreqDS.BodyBodyGyroJerkMag.Mean",-0.875970674743276
"594","Sitting",25,"FreqDS.BodyBodyGyroJerkMag.Stdev",-0.877714953691932
"595","Sitting",26,"Time.BodyAcc.Mean.X",0.2730365808625
"596","Sitting",26,"Time.BodyAcc.Mean.Y",-0.0161687277463495
"597","Sitting",26,"Time.BodyAcc.Mean.Z",-0.107637894928571
"598","Sitting",26,"Time.BodyAcc.Stdev.X",-0.623101031168367
"599","Sitting",26,"Time.BodyAcc.Stdev.Y",-0.585967142418112
"600","Sitting",26,"Time.BodyAcc.Stdev.Z",-0.70498062744898
"601","Sitting",26,"Time.GravityAcc.Mean.X",0.615123534668367
"602","Sitting",26,"Time.GravityAcc.Mean.Y",0.10870478277551
"603","Sitting",26,"Time.GravityAcc.Mean.Z",0.234107010472449
"604","Sitting",26,"Time.GravityAcc.Stdev.X",-0.96781789994898
"605","Sitting",26,"Time.GravityAcc.Stdev.Y",-0.959713562227041
"606","Sitting",26,"Time.GravityAcc.Stdev.Z",-0.955643363545918
"607","Sitting",26,"Time.BodyAccJerk.Mean.X",0.0808743261341837
"608","Sitting",26,"Time.BodyAccJerk.Mean.Y",0.00767709978181122
"609","Sitting",26,"Time.BodyAccJerk.Mean.Z",-0.00724891943768878
"610","Sitting",26,"Time.BodyAccJerk.Stdev.X",-0.682815652993112
"611","Sitting",26,"Time.BodyAccJerk.Stdev.Y",-0.678386582086227
"612","Sitting",26,"Time.BodyAccJerk.Stdev.Z",-0.778349460841837
"613","Sitting",26,"Time.BodyGyro.Mean.X",-0.020659932105102
"614","Sitting",26,"Time.BodyGyro.Mean.Y",-0.0827415060904082
"615","Sitting",26,"Time.BodyGyro.Mean.Z",0.0917853294044643
"616","Sitting",26,"Time.BodyGyro.Stdev.X",-0.766673970339286
"617","Sitting",26,"Time.BodyGyro.Stdev.Y",-0.800675471045918
"618","Sitting",26,"Time.BodyGyro.Stdev.Z",-0.703347205619898
"619","Sitting",26,"Time.BodyGyroJerk.Mean.X",-0.0988125627461224
"620","Sitting",26,"Time.BodyGyroJerk.Mean.Y",-0.040476400288852
"621","Sitting",26,"Time.BodyGyroJerk.Mean.Z",-0.0558282743354031
"622","Sitting",26,"Time.BodyGyroJerk.Stdev.X",-0.732321370690816
"623","Sitting",26,"Time.BodyGyroJerk.Stdev.Y",-0.836112175331633
"624","Sitting",26,"Time.BodyGyroJerk.Stdev.Z",-0.773101524821429
"625","Sitting",26,"Time.BodyAccMag.Mean",-0.600932264175765
"626","Sitting",26,"Time.BodyAccMag.Stdev",-0.620355788665816
"627","Sitting",26,"Time.GravityAccMag.Mean",-0.600932264175765
"628","Sitting",26,"Time.GravityAccMag.Stdev",-0.620355788665816
"629","Sitting",26,"Time.BodyAccJerkMag.Mean",-0.694917859209184
"630","Sitting",26,"Time.BodyAccJerkMag.Stdev",-0.677426336392347
"631","Sitting",26,"Time.BodyGyroMag.Mean",-0.694597662936224
"632","Sitting",26,"Time.BodyGyroMag.Stdev",-0.751833690215051
"633","Sitting",26,"Time.BodyGyroJerkMag.Mean",-0.798325916709184
"634","Sitting",26,"Time.BodyGyroJerkMag.Stdev",-0.818279112908163
"635","Sitting",26,"FreqDS.BodyAcc.Mean.X",-0.65109030186199
"636","Sitting",26,"FreqDS.BodyAcc.Mean.Y",-0.610425833240306
"637","Sitting",26,"FreqDS.BodyAcc.Mean.Z",-0.724046087155612
"638","Sitting",26,"FreqDS.BodyAcc.Stdev.X",-0.61349959767602
"639","Sitting",26,"FreqDS.BodyAcc.Stdev.Y",-0.600274809826275
"640","Sitting",26,"FreqDS.BodyAcc.Stdev.Z",-0.718490475765306
"641","Sitting",26,"FreqDS.BodyAccJerk.Mean.X",-0.699413168295663
"642","Sitting",26,"FreqDS.BodyAccJerk.Mean.Y",-0.696726473912755
"643","Sitting",26,"FreqDS.BodyAccJerk.Mean.Z",-0.76956529125
"644","Sitting",26,"FreqDS.BodyAccJerk.Stdev.X",-0.694314518927551
"645","Sitting",26,"FreqDS.BodyAccJerk.Stdev.Y",-0.6803580612
"646","Sitting",26,"FreqDS.BodyAccJerk.Stdev.Z",-0.78604912494898
"647","Sitting",26,"FreqDS.BodyGyro.Mean.X",-0.703109561068878
"648","Sitting",26,"FreqDS.BodyGyro.Mean.Y",-0.799353075357143
"649","Sitting",26,"FreqDS.BodyGyro.Mean.Z",-0.689404846813776
"650","Sitting",26,"FreqDS.BodyGyro.Stdev.X",-0.78740310059949
"651","Sitting",26,"FreqDS.BodyGyro.Stdev.Y",-0.803635337372449
"652","Sitting",26,"FreqDS.BodyGyro.Stdev.Z",-0.735942384438775
"653","Sitting",26,"FreqDS.BodyAccMag.Mean",-0.6317569828625
"654","Sitting",26,"FreqDS.BodyAccMag.Stdev",-0.673917799546684
"655","Sitting",26,"FreqDS.BodyBodyAccJerkMag.Mean",-0.679278323637755
"656","Sitting",26,"FreqDS.BodyBodyAccJerkMag.Stdev",-0.678025758312755
"657","Sitting",26,"FreqDS.BodyBodyGyroMag.Mean",-0.770504884821429
"658","Sitting",26,"FreqDS.BodyBodyGyroMag.Stdev",-0.782624320831633
"659","Sitting",26,"FreqDS.BodyBodyGyroJerkMag.Mean",-0.823865297193878
"660","Sitting",26,"FreqDS.BodyBodyGyroJerkMag.Stdev",-0.823991408418367
"661","Sitting",27,"Time.BodyAcc.Mean.X",0.277264567074468
"662","Sitting",27,"Time.BodyAcc.Mean.Y",-0.0167969215592152
"663","Sitting",27,"Time.BodyAcc.Mean.Z",-0.110848300413564
"664","Sitting",27,"Time.BodyAcc.Stdev.X",-0.660976085218085
"665","Sitting",27,"Time.BodyAcc.Stdev.Y",-0.630460488658511
"666","Sitting",27,"Time.BodyAcc.Stdev.Z",-0.68321532587766
"667","Sitting",27,"Time.GravityAcc.Mean.X",0.627230079867021
"668","Sitting",27,"Time.GravityAcc.Mean.Y",0.032242387143617
"669","Sitting",27,"Time.GravityAcc.Mean.Z",0.14116869604876
"670","Sitting",27,"Time.GravityAcc.Stdev.X",-0.974620173404255
"671","Sitting",27,"Time.GravityAcc.Stdev.Y",-0.972505174787234
"672","Sitting",27,"Time.GravityAcc.Stdev.Z",-0.959200394414894
"673","Sitting",27,"Time.BodyAccJerk.Mean.X",0.0768320396617021
"674","Sitting",27,"Time.BodyAccJerk.Mean.Y",0.00617714992829521
"675","Sitting",27,"Time.BodyAccJerk.Mean.Z",-0.00495000607441489
"676","Sitting",27,"Time.BodyAccJerk.Stdev.X",-0.700549974357447
"677","Sitting",27,"Time.BodyAccJerk.Stdev.Y",-0.674792293475665
"678","Sitting",27,"Time.BodyAccJerk.Stdev.Z",-0.783632076781915
"679","Sitting",27,"Time.BodyGyro.Mean.X",-0.0608887602789628
"680","Sitting",27,"Time.BodyGyro.Mean.Y",-0.0552177945716489
"681","Sitting",27,"Time.BodyGyro.Mean.Z",0.108947089653191
"682","Sitting",27,"Time.BodyGyro.Stdev.X",-0.795853557018617
"683","Sitting",27,"Time.BodyGyro.Stdev.Y",-0.802048718989362
"684","Sitting",27,"Time.BodyGyro.Stdev.Z",-0.674128512103723
"685","Sitting",27,"Time.BodyGyroJerk.Mean.X",-0.0893066039356303
"686","Sitting",27,"Time.BodyGyroJerk.Mean.Y",-0.0450414487725798
"687","Sitting",27,"Time.BodyGyroJerk.Mean.Z",-0.0586254676047872
"688","Sitting",27,"Time.BodyGyroJerk.Stdev.X",-0.8210758325
"689","Sitting",27,"Time.BodyGyroJerk.Stdev.Y",-0.837320211489362
"690","Sitting",27,"Time.BodyGyroJerk.Stdev.Z",-0.782945588829787
"691","Sitting",27,"Time.BodyAccMag.Mean",-0.627947737417819
"692","Sitting",27,"Time.BodyAccMag.Stdev",-0.677874152031915
"693","Sitting",27,"Time.GravityAccMag.Mean",-0.627947737417819
"694","Sitting",27,"Time.GravityAccMag.Stdev",-0.677874152031915
"695","Sitting",27,"Time.BodyAccJerkMag.Mean",-0.70180744799867
"696","Sitting",27,"Time.BodyAccJerkMag.Stdev",-0.696003354282979
"697","Sitting",27,"Time.BodyGyroMag.Mean",-0.694016019806117
"698","Sitting",27,"Time.BodyGyroMag.Stdev",-0.754713306440957
"699","Sitting",27,"Time.BodyGyroJerkMag.Mean",-0.823067662473404
"700","Sitting",27,"Time.BodyGyroJerkMag.Stdev",-0.837212879564096
"701","Sitting",27,"FreqDS.BodyAcc.Mean.X",-0.681454795855319
"702","Sitting",27,"FreqDS.BodyAcc.Mean.Y",-0.641267840429521
"703","Sitting",27,"FreqDS.BodyAcc.Mean.Z",-0.715482857547872
"704","Sitting",27,"FreqDS.BodyAcc.Stdev.X",-0.654659392263298
"705","Sitting",27,"FreqDS.BodyAcc.Stdev.Y",-0.649506674776596
"706","Sitting",27,"FreqDS.BodyAcc.Stdev.Z",-0.692130765962766
"707","Sitting",27,"FreqDS.BodyAccJerk.Mean.X",-0.714554678365692
"708","Sitting",27,"FreqDS.BodyAccJerk.Mean.Y",-0.694509658473138
"709","Sitting",27,"FreqDS.BodyAccJerk.Mean.Z",-0.76857445225266
"710","Sitting",27,"FreqDS.BodyAccJerk.Stdev.X",-0.712857956529255
"711","Sitting",27,"FreqDS.BodyAccJerk.Stdev.Y",-0.675744794384308
"712","Sitting",27,"FreqDS.BodyAccJerk.Stdev.Z",-0.797303408218085
"713","Sitting",27,"FreqDS.BodyGyro.Mean.X",-0.768505711292553
"714","Sitting",27,"FreqDS.BodyGyro.Mean.Y",-0.795433953608777
"715","Sitting",27,"FreqDS.BodyGyro.Mean.Z",-0.702788513114362
"716","Sitting",27,"FreqDS.BodyGyro.Stdev.X",-0.806288410297872
"717","Sitting",27,"FreqDS.BodyGyro.Stdev.Y",-0.808791849202128
"718","Sitting",27,"FreqDS.BodyGyro.Stdev.Z",-0.697147299066489
"719","Sitting",27,"FreqDS.BodyAccMag.Mean",-0.667185803946808
"720","Sitting",27,"FreqDS.BodyAccMag.Stdev",-0.734883056953989
"721","Sitting",27,"FreqDS.BodyBodyAccJerkMag.Mean",-0.688572791044947
